day,shift,courier_id,job,stops,route_time,spr,sporh
1,MORNING,5,STAFF,16,146,16.0,394.5205479452055
1,MORNING,13,STAFF,20,160,20.0,450.0
1,MORNING,25,STAFF,21,150,21.0,504.0
1,MORNING,38,STAFF,21,150,21.0,504.0
1,MORNING,6,STAFF,22,153,22.0,517.6470588235294
1,MORNING,59,SUB_CON,21,176,21.0,429.5454545454545
1,MORNING,40,STAFF,22,132,22.0,600.0
1,MORNING,46,SUB_CON,22,148,22.0,535.1351351351351
1,MORNING,27,SUB_CON,22,150,22.0,528.0
1,MORNING,30,STAFF,23,140,23.0,591.4285714285714
1,MORNING,19,STAFF,23,156,23.0,530.7692307692307
1,MORNING,27,STAFF,22,135,22.0,586.6666666666667
1,MORNING,1,STAFF,23,177,23.0,467.79661016949154
1,MORNING,35,STAFF,22,178,22.0,444.9438202247191
1,MORNING,29,STAFF,23,128,23.0,646.875
1,MORNING,15,STAFF,23,164,23.0,504.8780487804878
1,MORNING,46,STAFF,24,158,24.0,546.8354430379748
1,MORNING,21,STAFF,24,167,24.0,517.3652694610778
1,MORNING,0,NPI,24,144,24.0,600.0
1,MORNING,17,STAFF,24,122,24.0,708.1967213114754
1,AFTERNOON,33,STAFF,19,149,19.0,459.0604026845637
1,AFTERNOON,27,STAFF,20,146,20.0,493.1506849315069
1,AFTERNOON,25,STAFF,20,136,20.0,529.4117647058823
1,AFTERNOON,19,STAFF,21,163,21.0,463.8036809815951
1,AFTERNOON,12,STAFF,21,158,21.0,478.4810126582279
1,AFTERNOON,9,STAFF,21,164,21.0,460.9756097560975
1,AFTERNOON,37,STAFF,21,134,21.0,564.179104477612
1,AFTERNOON,67,SUB_CON,21,172,21.0,439.5348837209302
1,AFTERNOON,34,STAFF,21,175,21.0,432.0
1,AFTERNOON,30,SUB_CON,22,161,22.0,491.92546583850935
1,AFTERNOON,20,NPI,21,150,21.0,504.0
1,AFTERNOON,7,STAFF,22,124,22.0,638.7096774193549
1,AFTERNOON,49,STAFF,22,165,22.0,480.00000000000006
1,AFTERNOON,6,STAFF,23,158,23.0,524.0506329113924
1,AFTERNOON,2,STAFF,23,155,23.0,534.1935483870968
1,AFTERNOON,46,STAFF,22,135,22.0,586.6666666666667
1,AFTERNOON,8,SUB_CON,23,165,23.0,501.81818181818187
1,AFTERNOON,40,STAFF,23,160,23.0,517.5
1,AFTERNOON,36,STAFF,22,149,22.0,531.5436241610738
1,AFTERNOON,26,STAFF,23,157,23.0,527.3885350318471
1,AFTERNOON,41,STAFF,23,155,23.0,534.1935483870968
1,AFTERNOON,22,STAFF,24,143,24.0,604.1958041958042
1,AFTERNOON,20,STAFF,24,157,24.0,550.3184713375796
1,AFTERNOON,52,SUB_CON,23,128,23.0,646.875
1,AFTERNOON,44,SUB_CON,24,128,24.0,675.0
1,AFTERNOON,35,STAFF,24,150,24.0,576.0
1,AFTERNOON,32,STAFF,24,160,24.0,540.0
1,AFTERNOON,48,STAFF,24,179,24.0,482.68156424581
1,AFTERNOON,15,STAFF,24,156,24.0,553.8461538461538
1,AFTERNOON,42,STAFF,24,174,24.0,496.55172413793105
1,AFTERNOON,62,SUB_CON,24,157,24.0,550.3184713375796
1,AFTERNOON,45,STAFF,25,128,25.0,703.125
1,AFTERNOON,39,STAFF,25,121,25.0,743.801652892562
1,OVERTIME,7,NPI,11,145,11.0,273.10344827586204
1,OVERTIME,4,NPI,12,160,12.0,270.0
1,OVERTIME,5,NPI,14,153,14.0,329.4117647058823
1,OVERTIME,15,NPI,16,142,16.0,405.63380281690144
1,OVERTIME,0,NPI,16,157,16.0,366.8789808917197
1,OVERTIME,18,NPI,16,141,16.0,408.51063829787233
1,OVERTIME,14,NPI,16,153,16.0,376.4705882352941
1,OVERTIME,11,NPI,17,139,17.0,440.28776978417267
1,OVERTIME,17,NPI,18,145,18.0,446.8965517241379
1,OVERTIME,10,NPI,18,135,18.0,480.0
1,OVERTIME,9,NPI,20,133,20.0,541.3533834586466
1,OVERTIME,16,NPI,20,174,20.0,413.7931034482759
1,OVERTIME,2,NPI,19,145,19.0,471.7241379310345
1,OVERTIME,3,NPI,20,160,20.0,450.0
1,OVERTIME,1,NPI,20,173,20.0,416.1849710982659
2,MORNING,7,STAFF,18,177,18.0,366.10169491525426
2,MORNING,34,STAFF,19,135,19.0,506.6666666666667
2,MORNING,22,STAFF,20,125,20.0,576.0
2,MORNING,20,STAFF,19,122,19.0,560.655737704918
2,MORNING,9,STAFF,20,162,20.0,444.44444444444446
2,MORNING,5,STAFF,20,176,20.0,409.09090909090907
2,MORNING,33,SUB_CON,22,134,22.0,591.0447761194031
2,MORNING,25,STAFF,21,141,21.0,536.1702127659574
2,MORNING,14,STAFF,22,167,22.0,474.251497005988
2,MORNING,8,STAFF,21,174,21.0,434.48275862068965
2,MORNING,35,STAFF,22,175,22.0,452.57142857142856
2,MORNING,26,STAFF,22,155,22.0,510.9677419354839
2,MORNING,0,SUB_CON,22,150,22.0,528.0
2,MORNING,10,STAFF,23,135,23.0,613.3333333333334
2,MORNING,3,STAFF,23,150,23.0,552.0
2,MORNING,38,STAFF,24,122,24.0,708.1967213114754
2,MORNING,40,STAFF,24,156,24.0,553.8461538461538
2,MORNING,2,STAFF,24,124,24.0,696.7741935483871
2,MORNING,49,STAFF,24,136,24.0,635.2941176470588
2,MORNING,20,SUB_CON,24,131,24.0,659.5419847328244
2,MORNING,19,STAFF,24,124,24.0,696.7741935483871
2,MORNING,18,STAFF,24,174,24.0,496.55172413793105
2,MORNING,45,SUB_CON,24,166,24.0,520.4819277108434
2,AFTERNOON,47,STAFF,17,164,17.0,373.17073170731703
2,AFTERNOON,33,STAFF,17,154,17.0,397.4025974025974
2,AFTERNOON,10,STAFF,18,126,18.0,514.2857142857142
2,AFTERNOON,4,STAFF,19,141,19.0,485.1063829787234
2,AFTERNOON,41,STAFF,20,141,20.0,510.6382978723404
2,AFTERNOON,42,STAFF,20,144,20.0,500.0
2,AFTERNOON,6,STAFF,20,124,20.0,580.6451612903226
2,AFTERNOON,18,STAFF,20,161,20.0,447.2049689440994
2,AFTERNOON,14,STAFF,20,163,20.0,441.7177914110429
2,AFTERNOON,9,STAFF,21,139,21.0,543.884892086331
2,AFTERNOON,46,STAFF,22,122,22.0,649.1803278688524
2,AFTERNOON,30,STAFF,23,164,23.0,504.8780487804878
2,AFTERNOON,15,STAFF,22,132,22.0,600.0
2,AFTERNOON,40,STAFF,22,125,22.0,633.6
2,AFTERNOON,8,STAFF,23,151,23.0,548.3443708609271
2,AFTERNOON,35,STAFF,24,146,24.0,591.7808219178082
2,AFTERNOON,2,STAFF,23,145,23.0,571.0344827586207
2,AFTERNOON,12,STAFF,24,174,24.0,496.55172413793105
2,AFTERNOON,11,STAFF,24,174,24.0,496.55172413793105
2,AFTERNOON,23,STAFF,24,124,24.0,696.7741935483871
2,AFTERNOON,8,SUB_CON,24,146,24.0,591.7808219178082
2,OVERTIME,59,SUB_CON,0,137,0.0,0.0
2,OVERTIME,16,SUB_CON,0,153,0.0,0.0
2,OVERTIME,47,SUB_CON,0,160,0.0,0.0
2,OVERTIME,23,STAFF,0,155,0.0,0.0
2,OVERTIME,21,SUB_CON,0,136,0.0,0.0
2,OVERTIME,27,SUB_CON,0,150,0.0,0.0
2,OVERTIME,28,STAFF,0,158,0.0,0.0
2,OVERTIME,39,STAFF,0,146,0.0,0.0
2,OVERTIME,2,STAFF,0,133,0.0,0.0
2,OVERTIME,65,SUB_CON,0,123,0.0,0.0
2,OVERTIME,35,SUB_CON,0,143,0.0,0.0
2,OVERTIME,35,STAFF,0,139,0.0,0.0
2,OVERTIME,22,SUB_CON,0,134,0.0,0.0
2,OVERTIME,39,SUB_CON,0,139,0.0,0.0
2,OVERTIME,43,STAFF,0,142,0.0,0.0
2,OVERTIME,27,STAFF,0,140,0.0,0.0
2,OVERTIME,20,SUB_CON,0,133,0.0,0.0
2,OVERTIME,29,STAFF,0,147,0.0,0.0
2,OVERTIME,37,SUB_CON,0,179,0.0,0.0
2,OVERTIME,20,STAFF,0,151,0.0,0.0
2,OVERTIME,25,STAFF,0,168,0.0,0.0
2,OVERTIME,46,SUB_CON,0,123,0.0,0.0
2,OVERTIME,40,STAFF,0,171,0.0,0.0
2,OVERTIME,33,SUB_CON,0,146,0.0,0.0
2,OVERTIME,7,SUB_CON,0,163,0.0,0.0
2,OVERTIME,28,SUB_CON,0,172,0.0,0.0
2,OVERTIME,9,SUB_CON,0,156,0.0,0.0
2,OVERTIME,45,SUB_CON,0,158,0.0,0.0
2,OVERTIME,41,SUB_CON,0,169,0.0,0.0
2,OVERTIME,63,SUB_CON,0,129,0.0,0.0
2,OVERTIME,18,STAFF,0,173,0.0,0.0
2,OVERTIME,53,SUB_CON,0,153,0.0,0.0
2,OVERTIME,5,SUB_CON,0,133,0.0,0.0
2,OVERTIME,8,STAFF,0,132,0.0,0.0
2,OVERTIME,21,STAFF,0,123,0.0,0.0
2,OVERTIME,14,SUB_CON,0,137,0.0,0.0
2,OVERTIME,1,SUB_CON,0,121,0.0,0.0
2,OVERTIME,25,SUB_CON,0,171,0.0,0.0
2,OVERTIME,43,SUB_CON,0,122,0.0,0.0
2,OVERTIME,24,SUB_CON,0,137,0.0,0.0
2,OVERTIME,32,SUB_CON,0,153,0.0,0.0
2,OVERTIME,69,SUB_CON,0,157,0.0,0.0
2,OVERTIME,31,SUB_CON,0,153,0.0,0.0
2,OVERTIME,17,STAFF,0,131,0.0,0.0
2,OVERTIME,19,STAFF,0,147,0.0,0.0
2,OVERTIME,49,STAFF,0,160,0.0,0.0
2,OVERTIME,68,SUB_CON,0,128,0.0,0.0
2,OVERTIME,2,SUB_CON,0,176,0.0,0.0
2,OVERTIME,4,SUB_CON,0,136,0.0,0.0
2,OVERTIME,48,SUB_CON,0,173,0.0,0.0
2,OVERTIME,5,STAFF,0,136,0.0,0.0
2,OVERTIME,46,STAFF,0,171,0.0,0.0
2,OVERTIME,47,STAFF,0,177,0.0,0.0
2,OVERTIME,67,SUB_CON,0,140,0.0,0.0
2,OVERTIME,72,SUB_CON,0,145,0.0,0.0
2,OVERTIME,33,STAFF,0,177,0.0,0.0
2,OVERTIME,44,STAFF,0,129,0.0,0.0
2,OVERTIME,40,SUB_CON,0,124,0.0,0.0
2,OVERTIME,26,SUB_CON,0,150,0.0,0.0
2,OVERTIME,16,STAFF,0,148,0.0,0.0
2,OVERTIME,37,STAFF,0,130,0.0,0.0
2,OVERTIME,70,SUB_CON,0,126,0.0,0.0
2,OVERTIME,14,STAFF,0,170,0.0,0.0
2,OVERTIME,41,STAFF,0,179,0.0,0.0
2,OVERTIME,56,SUB_CON,0,151,0.0,0.0
2,OVERTIME,4,STAFF,0,152,0.0,0.0
2,OVERTIME,12,STAFF,0,157,0.0,0.0
2,OVERTIME,51,SUB_CON,0,162,0.0,0.0
2,OVERTIME,9,STAFF,0,161,0.0,0.0
2,OVERTIME,18,SUB_CON,0,159,0.0,0.0
2,OVERTIME,17,SUB_CON,0,160,0.0,0.0
2,OVERTIME,30,SUB_CON,0,179,0.0,0.0
2,OVERTIME,15,SUB_CON,0,160,0.0,0.0
2,OVERTIME,3,STAFF,0,152,0.0,0.0
2,OVERTIME,66,SUB_CON,0,130,0.0,0.0
2,OVERTIME,7,STAFF,0,169,0.0,0.0
2,OVERTIME,11,STAFF,0,129,0.0,0.0
2,OVERTIME,26,STAFF,0,149,0.0,0.0
2,OVERTIME,45,STAFF,0,138,0.0,0.0
2,OVERTIME,8,SUB_CON,0,127,0.0,0.0
2,OVERTIME,11,SUB_CON,0,138,0.0,0.0
2,OVERTIME,49,SUB_CON,0,162,0.0,0.0
2,OVERTIME,0,SUB_CON,0,131,0.0,0.0
2,OVERTIME,13,STAFF,0,127,0.0,0.0
2,OVERTIME,62,SUB_CON,0,178,0.0,0.0
2,OVERTIME,15,STAFF,0,122,0.0,0.0
2,OVERTIME,29,SUB_CON,0,138,0.0,0.0
2,OVERTIME,1,STAFF,0,125,0.0,0.0
2,OVERTIME,23,SUB_CON,0,164,0.0,0.0
2,OVERTIME,3,SUB_CON,0,154,0.0,0.0
2,OVERTIME,54,SUB_CON,0,156,0.0,0.0
2,OVERTIME,19,SUB_CON,0,159,0.0,0.0
2,OVERTIME,13,SUB_CON,0,147,0.0,0.0
2,OVERTIME,31,STAFF,0,170,0.0,0.0
2,OVERTIME,42,SUB_CON,0,144,0.0,0.0
2,OVERTIME,60,SUB_CON,0,131,0.0,0.0
2,OVERTIME,10,SUB_CON,0,157,0.0,0.0
2,OVERTIME,55,SUB_CON,0,154,0.0,0.0
2,OVERTIME,36,STAFF,0,132,0.0,0.0
2,OVERTIME,34,SUB_CON,0,139,0.0,0.0
2,OVERTIME,44,SUB_CON,0,176,0.0,0.0
2,OVERTIME,38,SUB_CON,0,170,0.0,0.0
2,OVERTIME,36,SUB_CON,0,165,0.0,0.0
2,OVERTIME,52,SUB_CON,0,174,0.0,0.0
2,OVERTIME,0,STAFF,0,177,0.0,0.0
2,OVERTIME,24,STAFF,0,177,0.0,0.0
2,OVERTIME,22,STAFF,0,168,0.0,0.0
2,OVERTIME,38,STAFF,2,157,2.0,45.859872611464965
2,OVERTIME,34,STAFF,2,122,2.0,59.01639344262295
2,OVERTIME,71,SUB_CON,2,178,2.0,40.449438202247194
2,OVERTIME,50,SUB_CON,3,153,3.0,70.58823529411764
2,OVERTIME,10,STAFF,3,139,3.0,77.6978417266187
2,OVERTIME,32,STAFF,3,157,3.0,68.78980891719745
2,OVERTIME,42,STAFF,3,125,3.0,86.39999999999999
2,OVERTIME,48,STAFF,3,122,3.0,88.52459016393442
2,OVERTIME,6,STAFF,3,127,3.0,85.03937007874016
2,OVERTIME,57,SUB_CON,3,149,3.0,72.48322147651007
2,OVERTIME,30,STAFF,3,167,3.0,64.67065868263472
2,OVERTIME,58,SUB_CON,4,158,4.0,91.13924050632912
2,OVERTIME,6,SUB_CON,4,155,4.0,92.90322580645162
2,OVERTIME,64,SUB_CON,5,163,5.0,110.42944785276073
2,OVERTIME,12,SUB_CON,5,178,5.0,101.12359550561798
2,OVERTIME,61,SUB_CON,5,125,5.0,144.0
3,MORNING,34,SUB_CON,19,155,19.0,441.2903225806452
3,MORNING,6,SUB_CON,19,159,19.0,430.188679245283
3,MORNING,16,STAFF,20,153,20.0,470.5882352941176
3,MORNING,26,STAFF,21,123,21.0,614.6341463414634
3,MORNING,27,STAFF,21,149,21.0,507.38255033557044
3,MORNING,15,STAFF,20,127,20.0,566.9291338582677
3,MORNING,38,STAFF,20,133,20.0,541.3533834586466
3,MORNING,33,STAFF,21,172,21.0,439.5348837209302
3,MORNING,1,STAFF,21,169,21.0,447.3372781065089
3,MORNING,7,STAFF,21,165,21.0,458.1818181818182
3,MORNING,48,STAFF,21,167,21.0,452.6946107784431
3,MORNING,8,STAFF,21,168,21.0,450.0
3,MORNING,21,STAFF,22,137,22.0,578.1021897810218
3,MORNING,10,STAFF,21,163,21.0,463.8036809815951
3,MORNING,61,SUB_CON,21,153,21.0,494.1176470588235
3,MORNING,4,STAFF,22,122,22.0,649.1803278688524
3,MORNING,0,STAFF,22,156,22.0,507.6923076923077
3,MORNING,32,STAFF,22,159,22.0,498.1132075471698
3,MORNING,22,STAFF,23,161,23.0,514.2857142857143
3,MORNING,12,STAFF,22,127,22.0,623.6220472440946
3,MORNING,47,STAFF,23,154,23.0,537.6623376623377
3,MORNING,9,STAFF,22,135,22.0,586.6666666666667
3,MORNING,36,STAFF,23,147,23.0,563.265306122449
3,MORNING,45,STAFF,24,127,24.0,680.3149606299213
3,MORNING,35,STAFF,24,129,24.0,669.767441860465
3,MORNING,41,STAFF,23,179,23.0,462.5698324022346
3,MORNING,28,STAFF,24,179,24.0,482.68156424581
3,MORNING,54,SUB_CON,24,164,24.0,526.8292682926829
3,MORNING,44,STAFF,24,163,24.0,530.0613496932515
3,MORNING,52,SUB_CON,24,141,24.0,612.7659574468084
3,MORNING,34,STAFF,24,130,24.0,664.6153846153846
3,MORNING,31,STAFF,25,125,25.0,720.0
3,AFTERNOON,24,SUB_CON,18,143,18.0,453.1468531468532
3,AFTERNOON,3,STAFF,19,167,19.0,409.5808383233533
3,AFTERNOON,4,STAFF,20,148,20.0,486.48648648648646
3,AFTERNOON,13,STAFF,20,171,20.0,421.05263157894734
3,AFTERNOON,37,STAFF,20,172,20.0,418.6046511627907
3,AFTERNOON,32,STAFF,20,168,20.0,428.57142857142856
3,AFTERNOON,27,STAFF,20,153,20.0,470.5882352941176
3,AFTERNOON,0,SUB_CON,22,172,22.0,460.4651162790697
3,AFTERNOON,38,STAFF,21,168,21.0,450.0
3,AFTERNOON,69,SUB_CON,22,161,22.0,491.92546583850935
3,AFTERNOON,1,STAFF,22,145,22.0,546.2068965517241
3,AFTERNOON,5,STAFF,22,122,22.0,649.1803278688524
3,AFTERNOON,34,SUB_CON,22,149,22.0,531.5436241610738
3,AFTERNOON,40,STAFF,23,147,23.0,563.265306122449
3,AFTERNOON,72,SUB_CON,22,156,22.0,507.6923076923077
3,AFTERNOON,30,STAFF,23,127,23.0,651.9685039370079
3,AFTERNOON,35,STAFF,23,137,23.0,604.3795620437955
3,AFTERNOON,44,STAFF,23,151,23.0,548.3443708609271
3,AFTERNOON,18,STAFF,23,134,23.0,617.9104477611941
3,AFTERNOON,21,STAFF,23,137,23.0,604.3795620437955
3,AFTERNOON,39,STAFF,23,143,23.0,579.020979020979
3,AFTERNOON,29,STAFF,23,161,23.0,514.2857142857143
3,AFTERNOON,43,STAFF,24,179,24.0,482.68156424581
3,AFTERNOON,17,STAFF,24,133,24.0,649.624060150376
3,AFTERNOON,33,STAFF,24,159,24.0,543.3962264150944
3,AFTERNOON,10,STAFF,24,146,24.0,591.7808219178082
4,MORNING,43,STAFF,19,139,19.0,492.0863309352518
4,MORNING,5,STAFF,21,126,21.0,599.9999999999999
4,MORNING,2,STAFF,20,130,20.0,553.8461538461539
4,MORNING,32,STAFF,20,158,20.0,455.6962025316456
4,MORNING,47,SUB_CON,21,121,21.0,624.793388429752
4,MORNING,18,STAFF,21,153,21.0,494.1176470588235
4,MORNING,17,STAFF,22,150,22.0,528.0
4,MORNING,30,STAFF,21,139,21.0,543.884892086331
4,MORNING,16,STAFF,22,158,22.0,501.26582278481015
4,MORNING,49,STAFF,23,141,23.0,587.2340425531914
4,MORNING,0,STAFF,22,176,22.0,450.0
4,MORNING,22,STAFF,22,145,22.0,546.2068965517241
4,MORNING,34,STAFF,23,131,23.0,632.0610687022901
4,MORNING,25,STAFF,23,140,23.0,591.4285714285714
4,MORNING,20,STAFF,23,174,23.0,475.86206896551727
4,MORNING,19,STAFF,23,158,23.0,524.0506329113924
4,MORNING,44,STAFF,23,171,23.0,484.2105263157895
4,MORNING,8,STAFF,23,145,23.0,571.0344827586207
4,MORNING,9,STAFF,23,168,23.0,492.85714285714283
4,MORNING,10,STAFF,24,161,24.0,536.6459627329193
4,MORNING,37,STAFF,24,131,24.0,659.5419847328244
4,MORNING,6,SUB_CON,25,146,25.0,616.4383561643835
4,MORNING,59,SUB_CON,24,151,24.0,572.1854304635762
4,MORNING,46,SUB_CON,25,154,25.0,584.4155844155845
4,AFTERNOON,20,STAFF,20,148,20.0,486.48648648648646
4,AFTERNOON,43,STAFF,21,135,21.0,560.0
4,AFTERNOON,9,STAFF,20,148,20.0,486.48648648648646
4,AFTERNOON,0,SUB_CON,21,155,21.0,487.741935483871
4,AFTERNOON,36,STAFF,21,169,21.0,447.3372781065089
4,AFTERNOON,16,STAFF,22,155,22.0,510.9677419354839
4,AFTERNOON,20,SUB_CON,22,158,22.0,501.26582278481015
4,AFTERNOON,40,STAFF,22,179,22.0,442.4581005586592
4,AFTERNOON,34,STAFF,22,141,22.0,561.7021276595744
4,AFTERNOON,18,STAFF,23,172,23.0,481.39534883720927
4,AFTERNOON,41,STAFF,23,167,23.0,495.80838323353294
4,AFTERNOON,70,SUB_CON,23,160,23.0,517.5
4,AFTERNOON,0,STAFF,24,172,24.0,502.3255813953488
4,AFTERNOON,12,STAFF,23,168,23.0,492.85714285714283
4,AFTERNOON,1,STAFF,24,151,24.0,572.1854304635762
4,AFTERNOON,4,STAFF,24,151,24.0,572.1854304635762
4,AFTERNOON,10,STAFF,24,137,24.0,630.6569343065693
4,AFTERNOON,31,STAFF,24,174,24.0,496.55172413793105
4,AFTERNOON,7,SUB_CON,24,174,24.0,496.55172413793105
4,AFTERNOON,46,SUB_CON,25,125,25.0,720.0
4,AFTERNOON,13,STAFF,24,162,24.0,533.3333333333334
4,AFTERNOON,28,STAFF,25,167,25.0,538.9221556886228
4,AFTERNOON,33,STAFF,24,172,24.0,502.3255813953488
5,MORNING,30,STAFF,20,177,20.0,406.77966101694915
5,MORNING,5,STAFF,20,132,20.0,545.4545454545455
5,MORNING,48,STAFF,20,175,20.0,411.42857142857144
5,MORNING,16,STAFF,21,164,21.0,460.9756097560975
5,MORNING,46,STAFF,21,142,21.0,532.3943661971831
5,MORNING,11,STAFF,22,159,22.0,498.1132075471698
5,MORNING,45,STAFF,22,156,22.0,507.6923076923077
5,MORNING,19,STAFF,22,131,22.0,604.5801526717557
5,MORNING,4,STAFF,21,175,21.0,432.0
5,MORNING,3,STAFF,21,177,21.0,427.11864406779665
5,MORNING,2,STAFF,21,153,21.0,494.1176470588235
5,MORNING,44,SUB_CON,22,165,22.0,480.00000000000006
5,MORNING,7,STAFF,23,148,23.0,559.4594594594595
5,MORNING,47,STAFF,23,158,23.0,524.0506329113924
5,MORNING,40,STAFF,23,149,23.0,555.7046979865771
5,MORNING,14,STAFF,24,175,24.0,493.7142857142857
5,MORNING,26,SUB_CON,23,139,23.0,595.68345323741
5,MORNING,9,STAFF,23,138,23.0,600.0
5,MORNING,72,SUB_CON,24,173,24.0,499.4219653179191
5,MORNING,0,STAFF,23,173,23.0,478.61271676300584
5,MORNING,42,STAFF,24,147,24.0,587.7551020408164
5,MORNING,14,SUB_CON,24,142,24.0,608.4507042253522
5,MORNING,31,STAFF,23,174,23.0,475.86206896551727
5,MORNING,11,SUB_CON,25,174,25.0,517.2413793103449
5,MORNING,13,STAFF,24,137,24.0,630.6569343065693
5,AFTERNOON,23,STAFF,17,155,17.0,394.83870967741933
5,AFTERNOON,6,STAFF,18,151,18.0,429.13907284768214
5,AFTERNOON,8,STAFF,20,155,20.0,464.51612903225805
5,AFTERNOON,3,STAFF,20,145,20.0,496.551724137931
5,AFTERNOON,41,STAFF,21,138,21.0,547.8260869565217
5,AFTERNOON,27,STAFF,21,159,21.0,475.47169811320754
5,AFTERNOON,39,SUB_CON,21,122,21.0,619.6721311475409
5,AFTERNOON,14,STAFF,21,152,21.0,497.36842105263156
5,AFTERNOON,38,STAFF,21,152,21.0,497.36842105263156
5,AFTERNOON,17,STAFF,22,156,22.0,507.6923076923077
5,AFTERNOON,45,SUB_CON,22,131,22.0,604.5801526717557
5,AFTERNOON,21,STAFF,22,136,22.0,582.3529411764706
5,AFTERNOON,24,STAFF,22,174,22.0,455.17241379310343
5,AFTERNOON,0,STAFF,23,176,23.0,470.45454545454544
5,AFTERNOON,72,SUB_CON,23,141,23.0,587.2340425531914
5,AFTERNOON,29,STAFF,23,176,23.0,470.45454545454544
5,AFTERNOON,25,STAFF,23,127,23.0,651.9685039370079
5,AFTERNOON,34,STAFF,23,140,23.0,591.4285714285714
5,AFTERNOON,31,STAFF,22,134,22.0,591.0447761194031
5,AFTERNOON,11,STAFF,23,143,23.0,579.020979020979
5,AFTERNOON,2,STAFF,23,151,23.0,548.3443708609271
5,AFTERNOON,10,STAFF,23,155,23.0,534.1935483870968
5,AFTERNOON,42,STAFF,24,160,24.0,540.0
5,AFTERNOON,37,STAFF,24,158,24.0,546.8354430379748
5,AFTERNOON,12,SUB_CON,24,170,24.0,508.2352941176471
5,AFTERNOON,40,STAFF,24,179,24.0,482.68156424581
5,AFTERNOON,36,SUB_CON,24,175,24.0,493.7142857142857
5,AFTERNOON,35,STAFF,24,157,24.0,550.3184713375796
5,AFTERNOON,35,SUB_CON,24,144,24.0,600.0
6,MORNING,40,STAFF,20,121,20.0,595.0413223140496
6,MORNING,45,STAFF,20,140,20.0,514.2857142857142
6,MORNING,24,STAFF,20,151,20.0,476.82119205298017
6,MORNING,1,STAFF,21,122,21.0,619.6721311475409
6,MORNING,39,STAFF,21,147,21.0,514.2857142857143
6,MORNING,4,STAFF,21,156,21.0,484.6153846153846
6,MORNING,6,STAFF,21,148,21.0,510.8108108108108
6,MORNING,46,STAFF,22,173,22.0,457.8034682080925
6,MORNING,14,STAFF,22,152,22.0,521.0526315789474
6,MORNING,8,STAFF,22,154,22.0,514.2857142857143
6,MORNING,43,STAFF,23,160,23.0,517.5
6,MORNING,13,SUB_CON,22,121,22.0,654.5454545454545
6,MORNING,0,STAFF,23,144,23.0,575.0
6,MORNING,49,STAFF,24,166,24.0,520.4819277108434
6,MORNING,25,SUB_CON,23,149,23.0,555.7046979865771
6,MORNING,41,STAFF,23,155,23.0,534.1935483870968
6,MORNING,11,STAFF,24,131,24.0,659.5419847328244
6,MORNING,38,STAFF,24,177,24.0,488.135593220339
6,MORNING,60,SUB_CON,24,163,24.0,530.0613496932515
6,MORNING,31,STAFF,24,146,24.0,591.7808219178082
6,MORNING,23,STAFF,24,156,24.0,553.8461538461538
6,AFTERNOON,22,STAFF,19,132,19.0,518.1818181818181
6,AFTERNOON,14,STAFF,20,128,20.0,562.5
6,AFTERNOON,38,STAFF,21,146,21.0,517.8082191780823
6,AFTERNOON,25,STAFF,21,128,21.0,590.625
6,AFTERNOON,5,STAFF,20,135,20.0,533.3333333333334
6,AFTERNOON,67,SUB_CON,21,127,21.0,595.2755905511812
6,AFTERNOON,27,STAFF,21,141,21.0,536.1702127659574
6,AFTERNOON,1,STAFF,21,155,21.0,487.741935483871
6,AFTERNOON,6,STAFF,22,125,22.0,633.6
6,AFTERNOON,41,STAFF,22,150,22.0,528.0
6,AFTERNOON,32,STAFF,22,170,22.0,465.88235294117646
6,AFTERNOON,39,STAFF,22,124,22.0,638.7096774193549
6,AFTERNOON,18,STAFF,23,137,23.0,604.3795620437955
6,AFTERNOON,33,STAFF,24,123,24.0,702.439024390244
6,AFTERNOON,12,STAFF,23,139,23.0,595.68345323741
6,AFTERNOON,26,STAFF,22,141,22.0,561.7021276595744
6,AFTERNOON,13,STAFF,24,137,24.0,630.6569343065693
6,AFTERNOON,24,STAFF,24,167,24.0,517.3652694610778
6,AFTERNOON,29,STAFF,24,131,24.0,659.5419847328244
6,AFTERNOON,31,STAFF,23,130,23.0,636.923076923077
6,AFTERNOON,48,STAFF,24,148,24.0,583.7837837837837
6,AFTERNOON,46,STAFF,25,131,25.0,687.0229007633588
6,AFTERNOON,19,STAFF,25,133,25.0,676.6917293233082
6,AFTERNOON,11,STAFF,25,146,25.0,616.4383561643835
7,MORNING,21,STAFF,18,139,18.0,466.18705035971226
7,MORNING,33,STAFF,19,164,19.0,417.0731707317073
7,MORNING,34,STAFF,20,157,20.0,458.59872611464965
7,MORNING,49,STAFF,20,168,20.0,428.57142857142856
7,MORNING,8,STAFF,20,132,20.0,545.4545454545455
7,MORNING,48,STAFF,21,159,21.0,475.47169811320754
7,MORNING,15,STAFF,21,174,21.0,434.48275862068965
7,MORNING,34,SUB_CON,22,126,22.0,628.5714285714286
7,MORNING,7,STAFF,22,174,22.0,455.17241379310343
7,MORNING,2,STAFF,23,152,23.0,544.7368421052631
7,MORNING,9,STAFF,23,153,23.0,541.1764705882352
7,MORNING,41,STAFF,24,150,24.0,576.0
7,MORNING,10,STAFF,24,172,24.0,502.3255813953488
7,MORNING,26,STAFF,23,163,23.0,507.97546012269936
7,MORNING,38,STAFF,23,152,23.0,544.7368421052631
